GEOTYPE|ST|COUNTY|PLACE|CONSCITY|CSA|MSA|MD|GEOCOMP|GEO_ID|GEO_TTL|SECTOR|NAICS2017|NAICS2017_TTL|NAICS2017_F|GEO_ID_F|YEAR|FIRM|FIRM_F|ESTAB|ESTAB_F|RCPTOT|RCPTOT_F|PAYANN|PAYANN_F|PAYQTR1|PAYQTR1_F|EMP|EMP_F|RCPTOT_IMP|RCPTOT_IMP_F|PAYANN_IMP|PAYANN_IMP_F|EMP_IMP|EMP_IMP_F
5|17|163|98163||476|41180|99999|0|E600000US1716398163|Balance of St. Clair County, Illinois|72|722513|Limited-service restaurants|||2017|3||3||954||292||77||27||0|0|0|0|0|0
5|17|165|23009||999|99999|99999|0|E600000US1716523009|Eldorado city, Illinois|72|72|Accommodation and food services|||2017|9||9||5900||1671||403||100||0|2|0|1|0|2
5|17|165|23009||999|99999|99999|0|E600000US1716523009|Eldorado city, Illinois|72|722|Food services and drinking places|||2017|9||9||5900||1671||403||100||0|2|0|1|0|2
5|17|165|23009||999|99999|99999|0|E600000US1716523009|Eldorado city, Illinois|72|7225|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|165|23009||999|99999|99999|0|E600000US1716523009|Eldorado city, Illinois|72|72251|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|165|23009||999|99999|99999|0|E600000US1716523009|Eldorado city, Illinois|72|722511|Full-service restaurants|||2017|0|D|0|D|0|D|406||0|D|0|b|0|D|0|0|0|D
5|17|165|23009||999|99999|99999|0|E600000US1716523009|Eldorado city, Illinois|72|722513|Limited-service restaurants|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|165|33136||999|99999|99999|0|E600000US1716533136|Harrisburg city, Illinois|72|72|Accommodation and food services|||2017|33||34||35591||7961||1915||764||0|3|0|1|0|1
5|17|165|33136||999|99999|99999|0|E600000US1716533136|Harrisburg city, Illinois|72|721|Accommodation|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|165|33136||999|99999|99999|0|E600000US1716533136|Harrisburg city, Illinois|72|7211|Traveler accommodation|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|165|33136||999|99999|99999|0|E600000US1716533136|Harrisburg city, Illinois|72|72111|Hotels (except casino hotels) and motels|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|165|33136||999|99999|99999|0|E600000US1716533136|Harrisburg city, Illinois|72|721110|Hotels (except casino hotels) and motels|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|165|33136||999|99999|99999|0|E600000US1716533136|Harrisburg city, Illinois|72|722|Food services and drinking places|||2017|0|D|0|D|0|D|0|D|0|D|0|f|0|D|0|D|0|D
5|17|165|33136||999|99999|99999|0|E600000US1716533136|Harrisburg city, Illinois|72|7224|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|165|33136||999|99999|99999|0|E600000US1716533136|Harrisburg city, Illinois|72|72241|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|165|33136||999|99999|99999|0|E600000US1716533136|Harrisburg city, Illinois|72|722410|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|165|33136||999|99999|99999|0|E600000US1716533136|Harrisburg city, Illinois|72|7225|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|f|0|D|0|D|0|D
5|17|165|33136||999|99999|99999|0|E600000US1716533136|Harrisburg city, Illinois|72|72251|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|f|0|D|0|D|0|D
5|17|165|33136||999|99999|99999|0|E600000US1716533136|Harrisburg city, Illinois|72|722511|Full-service restaurants|||2017|0|D|0|D|0|D|3558||0|D|0|e|0|D|0|1|0|D
5|17|165|33136||999|99999|99999|0|E600000US1716533136|Harrisburg city, Illinois|72|722513|Limited-service restaurants|||2017|13||14||23638||4073||976||409||0|4|0|1|0|1
5|17|165|98165||999|99999|99999|0|E600000US1716598165|Balance of Saline County, Illinois|72|72|Accommodation and food services|||2017|6||6||760||189||36||13||0|0|0|0|0|0
5|17|165|98165||999|99999|99999|0|E600000US1716598165|Balance of Saline County, Illinois|72|722|Food services and drinking places|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|165|98165||999|99999|99999|0|E600000US1716598165|Balance of Saline County, Illinois|72|7225|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|165|98165||999|99999|99999|0|E600000US1716598165|Balance of Saline County, Illinois|72|72251|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|165|98165||999|99999|99999|0|E600000US1716598165|Balance of Saline County, Illinois|72|722511|Full-service restaurants|||2017|0|D|0|D|0|D|82||0|D|0|a|0|D|0|0|0|D
5|17|167|2921||522|44100|99999|0|E600000US1716702921|Auburn city, Illinois|72|72|Accommodation and food services|||2017|6||6||850||278||60||18||0|0|0|0|0|0
5|17|167|2921||522|44100|99999|0|E600000US1716702921|Auburn city, Illinois|72|722|Food services and drinking places|||2017|6||6||850||278||60||18||0|0|0|0|0|0
5|17|167|2921||522|44100|99999|0|E600000US1716702921|Auburn city, Illinois|72|7225|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|167|2921||522|44100|99999|0|E600000US1716702921|Auburn city, Illinois|72|72251|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|167|2921||522|44100|99999|0|E600000US1716702921|Auburn city, Illinois|72|722513|Limited-service restaurants|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|167|12684||522|44100|99999|0|E600000US1716712684|Chatham village, Illinois|72|72|Accommodation and food services|||2017|19||19||12043||3700||831||259||0|1|0|0|0|0
5|17|167|12684||522|44100|99999|0|E600000US1716712684|Chatham village, Illinois|72|722|Food services and drinking places|||2017|19||19||12043||3700||831||259||0|1|0|0|0|0
5|17|167|12684||522|44100|99999|0|E600000US1716712684|Chatham village, Illinois|72|7225|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|e|0|D|0|D|0|D
5|17|167|12684||522|44100|99999|0|E600000US1716712684|Chatham village, Illinois|72|72251|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|e|0|D|0|D|0|D
5|17|167|12684||522|44100|99999|0|E600000US1716712684|Chatham village, Illinois|72|722511|Full-service restaurants|||2017|5||5||3434||1138||245||87||0|0|0|0|0|0
5|17|167|12684||522|44100|99999|0|E600000US1716712684|Chatham village, Illinois|72|722513|Limited-service restaurants|||2017|11||11||8238||2466||582||171||0|2|0|1|0|1
5|17|167|58174||522|44100|99999|0|E600000US1716758174|Pawnee village, Illinois|72|72|Accommodation and food services|||2017|3||3||916||291||93||32||0|0|0|0|0|0
5|17|167|58174||522|44100|99999|0|E600000US1716758174|Pawnee village, Illinois|72|722|Food services and drinking places|||2017|3||3||916||291||93||32||0|0|0|0|0|0
5|17|167|64486||522|44100|99999|0|E600000US1716764486|Riverton village, Illinois|72|72|Accommodation and food services|||2017|6||6||1560||444||106||22||0|0|0|0|0|0
5|17|167|64486||522|44100|99999|0|E600000US1716764486|Riverton village, Illinois|72|722|Food services and drinking places|||2017|6||6||1560||444||106||22||0|0|0|0|0|0
5|17|167|64486||522|44100|99999|0|E600000US1716764486|Riverton village, Illinois|72|7225|Restaurants and other eating places|||2017|3||3||688||0|D|0|D|0|a|0|0|0|D|0|D
5|17|167|64486||522|44100|99999|0|E600000US1716764486|Riverton village, Illinois|72|72251|Restaurants and other eating places|||2017|3||3||688||0|D|0|D|0|a|0|0|0|D|0|D
5|17|167|64759||522|44100|99999|0|E600000US1716764759|Rochester village, Illinois|72|72|Accommodation and food services|||2017|6||6||2636||919||203||82||0|1|0|0|0|0
5|17|167|64759||522|44100|99999|0|E600000US1716764759|Rochester village, Illinois|72|722|Food services and drinking places|||2017|6||6||2636||919||203||82||0|1|0|0|0|0
5|17|167|64759||522|44100|99999|0|E600000US1716764759|Rochester village, Illinois|72|7225|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|167|64759||522|44100|99999|0|E600000US1716764759|Rochester village, Illinois|72|72251|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|167|64759||522|44100|99999|0|E600000US1716764759|Rochester village, Illinois|72|722511|Full-service restaurants|||2017|3||3||1948||647||142||70||0|1|0|0|0|0
5|17|167|69342||522|44100|99999|0|E600000US1716769342|Sherman village, Illinois|72|72|Accommodation and food services|||2017|10||10||4449||1511||354||139||0|0|0|0|0|0
5|17|167|69342||522|44100|99999|0|E600000US1716769342|Sherman village, Illinois|72|722|Food services and drinking places|||2017|10||10||4449||1511||354||139||0|0|0|0|0|0
5|17|167|69342||522|44100|99999|0|E600000US1716769342|Sherman village, Illinois|72|7225|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|c|0|D|0|D|0|D
5|17|167|69342||522|44100|99999|0|E600000US1716769342|Sherman village, Illinois|72|72251|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|c|0|D|0|D|0|D
5|17|167|69342||522|44100|99999|0|E600000US1716769342|Sherman village, Illinois|72|722511|Full-service restaurants|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|167|72000||522|44100|99999|0|E600000US1716772000|Springfield city, Illinois|72|72|Accommodation and food services|||2017|343||420||425752||130345||31191||8603||0|2|0|1|0|1
5|17|167|72000||522|44100|99999|0|E600000US1716772000|Springfield city, Illinois|72|721|Accommodation|||2017|38||38||82031||21659||5121||1056||0|3|0|1|0|1
5|17|167|72000||522|44100|99999|0|E600000US1716772000|Springfield city, Illinois|72|7211|Traveler accommodation|||2017|0|D|0|D|0|D|0|D|0|D|0|g|0|D|0|D|0|D
5|17|167|72000||522|44100|99999|0|E600000US1716772000|Springfield city, Illinois|72|72111|Hotels (except casino hotels) and motels|||2017|0|D|0|D|0|D|0|D|0|D|0|g|0|D|0|D|0|D
5|17|167|72000||522|44100|99999|0|E600000US1716772000|Springfield city, Illinois|72|721110|Hotels (except casino hotels) and motels|||2017|0|D|0|D|0|D|0|D|0|D|0|g|0|D|0|D|0|D
5|17|167|72000||522|44100|99999|0|E600000US1716772000|Springfield city, Illinois|72|722|Food services and drinking places|||2017|306||382||343721||108686||26070||7547||0|1|0|1|0|0
5|17|167|72000||522|44100|99999|0|E600000US1716772000|Springfield city, Illinois|72|7223|Special food services|||2017|15||27||16626||4374||1003||209||0|1|0|0|0|0
5|17|167|72000||522|44100|99999|0|E600000US1716772000|Springfield city, Illinois|72|72231|Food service contractors|||2017|8||19||10502||0|D|0|D|0|c|0|2|0|D|0|D
5|17|167|72000||522|44100|99999|0|E600000US1716772000|Springfield city, Illinois|72|722310|Food service contractors|||2017|8||19||10502||0|D|0|D|0|c|0|2|0|D|0|D
5|17|167|72000||522|44100|99999|0|E600000US1716772000|Springfield city, Illinois|72|72232|Caterers|||2017|5||5||5891||1743||344||73||0|0|0|0|0|0
5|17|167|72000||522|44100|99999|0|E600000US1716772000|Springfield city, Illinois|72|722320|Caterers|||2017|5||5||5891||1743||344||73||0|0|0|0|0|0
5|17|167|72000||522|44100|99999|0|E600000US1716772000|Springfield city, Illinois|72|72233|Mobile food services|||2017|3||3||233||0|D|0|D|0|a|0|0|0|D|0|D
5|17|167|72000||522|44100|99999|0|E600000US1716772000|Springfield city, Illinois|72|722330|Mobile food services|||2017|3||3||233||0|D|0|D|0|a|0|0|0|D|0|D
5|17|167|72000||522|44100|99999|0|E600000US1716772000|Springfield city, Illinois|72|7224|Drinking places (alcoholic beverages)|||2017|45||45||13706||3858||901||296||0|1|0|0|0|0
5|17|167|72000||522|44100|99999|0|E600000US1716772000|Springfield city, Illinois|72|72241|Drinking places (alcoholic beverages)|||2017|45||45||13706||3858||901||296||0|1|0|0|0|0
5|17|167|72000||522|44100|99999|0|E600000US1716772000|Springfield city, Illinois|72|722410|Drinking places (alcoholic beverages)|||2017|45||45||13706||3858||901||296||0|1|0|0|0|0
5|17|167|72000||522|44100|99999|0|E600000US1716772000|Springfield city, Illinois|72|7225|Restaurants and other eating places|||2017|246||310||313389||100454||24166||7042||0|1|0|1|0|1
5|17|167|72000||522|44100|99999|0|E600000US1716772000|Springfield city, Illinois|72|72251|Restaurants and other eating places|||2017|246||310||313389||100454||24166||7042||0|1|0|1|0|1
5|17|167|72000||522|44100|99999|0|E600000US1716772000|Springfield city, Illinois|72|722511|Full-service restaurants|||2017|115||124||147205||55289||13420||3441||0|1|0|1|0|0
5|17|167|72000||522|44100|99999|0|E600000US1716772000|Springfield city, Illinois|72|722513|Limited-service restaurants|||2017|108||157||141323||38813||9312||3111||0|1|0|0|0|0
5|17|167|72000||522|44100|99999|0|E600000US1716772000|Springfield city, Illinois|72|722514|Cafeterias, grill buffets, and buffets|||2017|4||4||8579||1762||412||142||0|0|0|0|0|0
5|17|167|72000||522|44100|99999|0|E600000US1716772000|Springfield city, Illinois|72|722515|Snack and nonalcoholic beverage bars|||2017|19||25||16282||4590||1022||348||0|4|0|3|0|3
5|17|167|98167||522|44100|99999|0|E600000US1716798167|Balance of Sangamon County, Illinois|72|72|Accommodation and food services|||2017|81||82||42608||10780||2641||851||0|1|0|0|0|0
5|17|167|98167||522|44100|99999|0|E600000US1716798167|Balance of Sangamon County, Illinois|72|721|Accommodation|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|167|98167||522|44100|99999|0|E600000US1716798167|Balance of Sangamon County, Illinois|72|7211|Traveler accommodation|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|167|98167||522|44100|99999|0|E600000US1716798167|Balance of Sangamon County, Illinois|72|72111|Hotels (except casino hotels) and motels|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|167|98167||522|44100|99999|0|E600000US1716798167|Balance of Sangamon County, Illinois|72|721110|Hotels (except casino hotels) and motels|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|167|98167||522|44100|99999|0|E600000US1716798167|Balance of Sangamon County, Illinois|72|7212|RV (recreational vehicle) parks and recreational camps|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|167|98167||522|44100|99999|0|E600000US1716798167|Balance of Sangamon County, Illinois|72|72121|RV (recreational vehicle) parks and recreational camps|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|167|98167||522|44100|99999|0|E600000US1716798167|Balance of Sangamon County, Illinois|72|722|Food services and drinking places|||2017|0|D|0|D|0|D|0|D|0|D|0|f|0|D|0|D|0|D
5|17|167|98167||522|44100|99999|0|E600000US1716798167|Balance of Sangamon County, Illinois|72|7223|Special food services|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|167|98167||522|44100|99999|0|E600000US1716798167|Balance of Sangamon County, Illinois|72|72232|Caterers|||2017|3||3||568||120||30||11||0|1|0|0|0|0
5|17|167|98167||522|44100|99999|0|E600000US1716798167|Balance of Sangamon County, Illinois|72|722320|Caterers|||2017|3||3||568||120||30||11||0|1|0|0|0|0
5|17|167|98167||522|44100|99999|0|E600000US1716798167|Balance of Sangamon County, Illinois|72|7224|Drinking places (alcoholic beverages)|||2017|22||22||6251||1346||343||108||0|1|0|0|0|0
5|17|167|98167||522|44100|99999|0|E600000US1716798167|Balance of Sangamon County, Illinois|72|72241|Drinking places (alcoholic beverages)|||2017|22||22||6251||1346||343||108||0|1|0|0|0|0
5|17|167|98167||522|44100|99999|0|E600000US1716798167|Balance of Sangamon County, Illinois|72|722410|Drinking places (alcoholic beverages)|||2017|22||22||6251||1346||343||108||0|1|0|0|0|0
5|17|167|98167||522|44100|99999|0|E600000US1716798167|Balance of Sangamon County, Illinois|72|7225|Restaurants and other eating places|||2017|43||44||29477||8308||2088||657||0|0|0|0|0|0
5|17|167|98167||522|44100|99999|0|E600000US1716798167|Balance of Sangamon County, Illinois|72|72251|Restaurants and other eating places|||2017|43||44||29477||8308||2088||657||0|0|0|0|0|0
5|17|167|98167||522|44100|99999|0|E600000US1716798167|Balance of Sangamon County, Illinois|72|722511|Full-service restaurants|||2017|27||27||16109||4206||1117||365||0|0|0|0|0|0
5|17|167|98167||522|44100|99999|0|E600000US1716798167|Balance of Sangamon County, Illinois|72|722513|Limited-service restaurants|||2017|0|D|0|D|0|D|0|D|0|D|0|e|0|D|0|D|0|D
5|17|169|66339||999|99999|99999|0|E600000US1716966339|Rushville city, Illinois|72|72|Accommodation and food services|||2017|0|D|0|D|0|D|0|D|0|D|0|c|0|D|0|D|0|D
5|17|169|66339||999|99999|99999|0|E600000US1716966339|Rushville city, Illinois|72|722|Food services and drinking places|||2017|0|D|0|D|0|D|0|D|0|D|0|c|0|D|0|D|0|D
5|17|169|66339||999|99999|99999|0|E600000US1716966339|Rushville city, Illinois|72|7224|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|169|66339||999|99999|99999|0|E600000US1716966339|Rushville city, Illinois|72|72241|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|169|66339||999|99999|99999|0|E600000US1716966339|Rushville city, Illinois|72|722410|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|169|66339||999|99999|99999|0|E600000US1716966339|Rushville city, Illinois|72|7225|Restaurants and other eating places|||2017|7||7||4700||1370||331||84||0|0|0|0|0|0
5|17|169|66339||999|99999|99999|0|E600000US1716966339|Rushville city, Illinois|72|72251|Restaurants and other eating places|||2017|7||7||4700||1370||331||84||0|0|0|0|0|0
5|17|169|66339||999|99999|99999|0|E600000US1716966339|Rushville city, Illinois|72|722511|Full-service restaurants|||2017|4||4||2479||762||184||38||0|0|0|0|0|0
5|17|169|66339||999|99999|99999|0|E600000US1716966339|Rushville city, Illinois|72|722513|Limited-service restaurants|||2017|3||3||2221||608||147||46||0|0|0|0|0|0
5|17|171|98171||522|27300|99999|0|E600000US1717198171|Scott County, Illinois|72|72|Accommodation and food services|||2017|8||8||2081||446||107||42||0|3|0|0|0|4
5|17|171|98171||522|27300|99999|0|E600000US1717198171|Scott County, Illinois|72|722|Food services and drinking places|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|171|98171||522|27300|99999|0|E600000US1717198171|Scott County, Illinois|72|7224|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|171|98171||522|27300|99999|0|E600000US1717198171|Scott County, Illinois|72|72241|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|171|98171||522|27300|99999|0|E600000US1717198171|Scott County, Illinois|72|722410|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|171|98171||522|27300|99999|0|E600000US1717198171|Scott County, Illinois|72|7225|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|171|98171||522|27300|99999|0|E600000US1717198171|Scott County, Illinois|72|72251|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|173|69186||999|99999|99999|0|E600000US1717369186|Shelbyville city, Illinois|72|72|Accommodation and food services|||2017|21||21||11868||3244||749||284||0|1|0|1|0|1
5|17|173|69186||999|99999|99999|0|E600000US1717369186|Shelbyville city, Illinois|72|721|Accommodation|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|173|69186||999|99999|99999|0|E600000US1717369186|Shelbyville city, Illinois|72|722|Food services and drinking places|||2017|0|D|0|D|0|D|0|D|0|D|0|e|0|D|0|D|0|D
5|17|173|69186||999|99999|99999|0|E600000US1717369186|Shelbyville city, Illinois|72|7225|Restaurants and other eating places|||2017|14||14||10151||2928||686||263||0|1|0|1|0|1
5|17|173|69186||999|99999|99999|0|E600000US1717369186|Shelbyville city, Illinois|72|72251|Restaurants and other eating places|||2017|14||14||10151||2928||686||263||0|1|0|1|0|1
5|17|173|69186||999|99999|99999|0|E600000US1717369186|Shelbyville city, Illinois|72|722511|Full-service restaurants|||2017|7||7||2194||642||156||68||0|1|0|0|0|0
5|17|173|69186||999|99999|99999|0|E600000US1717369186|Shelbyville city, Illinois|72|722513|Limited-service restaurants|||2017|7||7||7957||2286||530||195||0|1|0|2|0|1
5|17|173|98173||999|99999|99999|0|E600000US1717398173|Balance of Shelby County, Illinois|72|72|Accommodation and food services|||2017|17||17||4094||1342||286||145||0|0|0|0|0|0
5|17|173|98173||999|99999|99999|0|E600000US1717398173|Balance of Shelby County, Illinois|72|722|Food services and drinking places|||2017|0|D|0|D|0|D|0|D|0|D|0|c|0|D|0|D|0|D
5|17|173|98173||999|99999|99999|0|E600000US1717398173|Balance of Shelby County, Illinois|72|7224|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|173|98173||999|99999|99999|0|E600000US1717398173|Balance of Shelby County, Illinois|72|72241|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|173|98173||999|99999|99999|0|E600000US1717398173|Balance of Shelby County, Illinois|72|722410|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|173|98173||999|99999|99999|0|E600000US1717398173|Balance of Shelby County, Illinois|72|7225|Restaurants and other eating places|||2017|8||8||2193||784||173||83||0|1|0|0|0|0
5|17|173|98173||999|99999|99999|0|E600000US1717398173|Balance of Shelby County, Illinois|72|72251|Restaurants and other eating places|||2017|8||8||2193||784||173||83||0|1|0|0|0|0
5|17|173|98173||999|99999|99999|0|E600000US1717398173|Balance of Shelby County, Illinois|72|722511|Full-service restaurants|||2017|8||8||2193||784||173||83||0|1|0|0|0|0
5|17|175|98175||427|37900|99999|0|E600000US1717598175|Stark County, Illinois|72|72|Accommodation and food services|||2017|3||3||796||102||26||24||0|2|0|0|0|0
5|17|175|98175||427|37900|99999|0|E600000US1717598175|Stark County, Illinois|72|722|Food services and drinking places|||2017|3||3||796||102||26||24||0|2|0|0|0|0
5|17|177|27884||466|23300|99999|0|E600000US1717727884|Freeport city, Illinois|72|72|Accommodation and food services|||2017|62||65||55297||16064||3968||1248||0|1|0|2|0|1
5|17|177|27884||466|23300|99999|0|E600000US1717727884|Freeport city, Illinois|72|721|Accommodation|||2017|6||6||5283||1132||265||79||0|0|0|0|0|0
5|17|177|27884||466|23300|99999|0|E600000US1717727884|Freeport city, Illinois|72|7211|Traveler accommodation|||2017|6||6||5283||1132||265||79||0|0|0|0|0|0
5|17|177|27884||466|23300|99999|0|E600000US1717727884|Freeport city, Illinois|72|72111|Hotels (except casino hotels) and motels|||2017|6||6||5283||1132||265||79||0|0|0|0|0|0
5|17|177|27884||466|23300|99999|0|E600000US1717727884|Freeport city, Illinois|72|721110|Hotels (except casino hotels) and motels|||2017|6||6||5283||1132||265||79||0|0|0|0|0|0
5|17|177|27884||466|23300|99999|0|E600000US1717727884|Freeport city, Illinois|72|722|Food services and drinking places|||2017|56||59||50014||14932||3703||1169||0|1|0|2|0|1
5|17|177|27884||466|23300|99999|0|E600000US1717727884|Freeport city, Illinois|72|7223|Special food services|||2017|0|D|0|D|0|D|0|D|0|D|0|c|0|D|0|D|0|D
5|17|177|27884||466|23300|99999|0|E600000US1717727884|Freeport city, Illinois|72|72231|Food service contractors|||2017|0|D|0|D|0|D|0|D|0|D|0|c|0|D|0|D|0|D
5|17|177|27884||466|23300|99999|0|E600000US1717727884|Freeport city, Illinois|72|722310|Food service contractors|||2017|0|D|0|D|0|D|0|D|0|D|0|c|0|D|0|D|0|D
5|17|177|27884||466|23300|99999|0|E600000US1717727884|Freeport city, Illinois|72|7224|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|177|27884||466|23300|99999|0|E600000US1717727884|Freeport city, Illinois|72|72241|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|177|27884||466|23300|99999|0|E600000US1717727884|Freeport city, Illinois|72|722410|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|177|27884||466|23300|99999|0|E600000US1717727884|Freeport city, Illinois|72|7225|Restaurants and other eating places|||2017|47||50||35799||9152||2324||960||0|2|0|3|0|1
5|17|177|27884||466|23300|99999|0|E600000US1717727884|Freeport city, Illinois|72|72251|Restaurants and other eating places|||2017|47||50||35799||9152||2324||960||0|2|0|3|0|1
5|17|177|27884||466|23300|99999|0|E600000US1717727884|Freeport city, Illinois|72|722511|Full-service restaurants|||2017|27||27||15800||0|D|0|D|0|e|0|3|0|D|0|D
5|17|177|27884||466|23300|99999|0|E600000US1717727884|Freeport city, Illinois|72|722513|Limited-service restaurants|||2017|17||19||18710||0|D|0|D|0|e|0|0|0|D|0|D
5|17|177|27884||466|23300|99999|0|E600000US1717727884|Freeport city, Illinois|72|722515|Snack and nonalcoholic beverage bars|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|177|42834||466|23300|99999|0|E600000US1717742834|Lena village, Illinois|72|72|Accommodation and food services|||2017|5||5||1576||311||70||33||0|0|0|0|0|0
5|17|177|42834||466|23300|99999|0|E600000US1717742834|Lena village, Illinois|72|722|Food services and drinking places|||2017|5||5||1576||311||70||33||0|0|0|0|0|0
5|17|177|42834||466|23300|99999|0|E600000US1717742834|Lena village, Illinois|72|7225|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|177|42834||466|23300|99999|0|E600000US1717742834|Lena village, Illinois|72|72251|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|177|42834||466|23300|99999|0|E600000US1717742834|Lena village, Illinois|72|722511|Full-service restaurants|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|177|98177||466|23300|99999|0|E600000US1717798177|Balance of Stephenson County, Illinois|72|72|Accommodation and food services|||2017|20||20||6190||1192||272||103||0|2|0|0|0|0
5|17|177|98177||466|23300|99999|0|E600000US1717798177|Balance of Stephenson County, Illinois|72|722|Food services and drinking places|||2017|0|D|0|D|0|D|0|D|0|D|0|c|0|D|0|D|0|D
5|17|177|98177||466|23300|99999|0|E600000US1717798177|Balance of Stephenson County, Illinois|72|7224|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|219||0|D|0|a|0|D|0|0|0|D
5|17|177|98177||466|23300|99999|0|E600000US1717798177|Balance of Stephenson County, Illinois|72|72241|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|219||0|D|0|a|0|D|0|0|0|D
